date,price
31-Jul-13,0.03
1-Aug-13,0.032
2-Aug-13,0.032
5-Aug-13,-0.002
6-Aug-13,0.002
7-Aug-13,0.005
8-Aug-13,-0.01
9-Aug-13,-0.025
12-Aug-13,-0.012
13-Aug-13,-0.013
14-Aug-13,-0.003
15-Aug-13,-0.02
16-Aug-13,-0.04
19-Aug-13,-0.04
20-Aug-13,-0.013
21-Aug-13,-0.012
22-Aug-13,-0.027
23-Aug-13,-0.045
26-Aug-13,-0.047
27-Aug-13,-0.03
28-Aug-13,-0.02
29-Aug-13,-0.043
30-Aug-13,-0.04
2-Sep-13,-0.085
3-Sep-13,-0.083
4-Sep-13,-0.075
5-Sep-13,-0.065
6-Sep-13,-0.052
9-Sep-13,-0.085
10-Sep-13,-0.06
11-Sep-13,-0.022
12-Sep-13,-0.04
13-Sep-13,-0.038
16-Sep-13,-0.075
17-Sep-13,-0.08
18-Sep-13,-0.075
19-Sep-13,-0.075
20-Sep-13,-0.075
23-Sep-13,-0.055
24-Sep-13,-0.035
25-Sep-13,-0.024
26-Sep-13,-0.05
27-Sep-13,-0.04
30-Sep-13,-0.02
1-Oct-13,-0.055
2-Oct-13,-0.045
3-Oct-13,-0.047
4-Oct-13,-0.045
7-Oct-13,-0.05
8-Oct-13,-0.063
9-Oct-13,-0.055
10-Oct-13,-0.055
11-Oct-13,-0.093
14-Oct-13,-0.09
15-Oct-13,-0.105
16-Oct-13,-0.09
17-Oct-13,-0.09
18-Oct-13,-0.083
21-Oct-13,-0.055
22-Oct-13,-0.053
23-Oct-13,-0.065
24-Oct-13,-0.084
25-Oct-13,-0.075
28-Oct-13,-0.063
29-Oct-13,-0.045
30-Oct-13,-0.05
31-Oct-13,-0.035
1-Nov-13,-0.038
4-Nov-13,-0.045
5-Nov-13,-0.04
6-Nov-13,-0.035
7-Nov-13,-0.015
8-Nov-13,-0.02
11-Nov-13,-0.01
12-Nov-13,-0.01
13-Nov-13,-0.03
14-Nov-13,-0.022
15-Nov-13,-0.047
18-Nov-13,-0.085
19-Nov-13,-0.07
20-Nov-13,-0.053
21-Nov-13,-0.045
22-Nov-13,-0.055
25-Nov-13,-0.031
26-Nov-13,-0.045
27-Nov-13,-0.02
28-Nov-13,-0.01
29-Nov-13,-0.025
2-Dec-13,-0.045
3-Dec-13,-0.055
4-Dec-13,-0.055
5-Dec-13,-0.035
6-Dec-13,-0.04
9-Dec-13,-0.055
10-Dec-13,-0.075
11-Dec-13,-0.07
12-Dec-13,-0.055
13-Dec-13,-0.06
16-Dec-13,-0.063
17-Dec-13,-0.067
18-Dec-13,-0.08
19-Dec-13,-0.041
20-Dec-13,-0.05
23-Dec-13,-0.03
24-Dec-13,-0.016
25-Dec-13,-0.003
26-Dec-13,-0.031
27-Dec-13,-0.065
30-Dec-13,-0.025
31-Dec-13,-0.015
1-Jan-14,-0.02
2-Jan-14,-0.031
3-Jan-14,0.01
6-Jan-14,0.01
7-Jan-14,0.015
8-Jan-14,0.015
9-Jan-14,-0.009
10-Jan-14,-0.025
13-Jan-14,-0.04
14-Jan-14,-0.009
15-Jan-14,-0.001
16-Jan-14,-0.01
17-Jan-14,-0.001
20-Jan-14,0.015
21-Jan-14,0.001
22-Jan-14,0.02
23-Jan-14,0.03
24-Jan-14,0.02
27-Jan-14,-0.03
28-Jan-14,-0.04
29-Jan-14,-0.04
30-Jan-14,-0.03
31-Jan-14,-0.03
3-Feb-14,-0.04
4-Feb-14,-0.04
5-Feb-14,-0.03
6-Feb-14,-0.035
7-Feb-14,-0.035
10-Feb-14,-0.03
11-Feb-14,-0.035
12-Feb-14,-0.05
13-Feb-14,-0.045
14-Feb-14,-0.045
17-Feb-14,-0.055
18-Feb-14,-0.045
19-Feb-14,-0.035
20-Feb-14,0.002
21-Feb-14,-0.01
24-Feb-14,-0.01
25-Feb-14,-0.006
26-Feb-14,-0.035
27-Feb-14,-0.025
28-Feb-14,-0.03
3-Mar-14,-0.02
4-Mar-14,-0.015
5-Mar-14,-0.02
6-Mar-14,-0.03
7-Mar-14,-0.03
10-Mar-14,-0.015
11-Mar-14,-0.01
12-Mar-14,0.003
13-Mar-14,-0.02
14-Mar-14,0.01
17-Mar-14,-0.013
18-Mar-14,0.015
19-Mar-14,0.05
20-Mar-14,0.03
21-Mar-14,0.03
24-Mar-14,-0.01
25-Mar-14,-0.025
26-Mar-14,-0.035
27-Mar-14,-0.05
28-Mar-14,-0.035
31-Mar-14,-0.03
1-Apr-14,-0.035
