date,price
5-Mar-14,30.317
6-Mar-14,30.299
7-Mar-14,30.271
10-Mar-14,30.306
11-Mar-14,30.293
12-Mar-14,30.349
13-Mar-14,30.334
14-Mar-14,30.354
17-Mar-14,30.339
18-Mar-14,30.356
19-Mar-14,30.418
20-Mar-14,30.543
21-Mar-14,30.627
24-Mar-14,30.589
25-Mar-14,30.572
26-Mar-14,30.568
27-Mar-14,30.556
28-Mar-14,30.523
31-Mar-14,30.486
1-Apr-14,30.393
2-Apr-14,30.33
3-Apr-14,30.328
7-Apr-14,30.278
8-Apr-14,30.232
9-Apr-14,30.124
10-Apr-14,30.056
11-Apr-14,30.095
14-Apr-14,30.211
15-Apr-14,30.16
16-Apr-14,30.178
17-Apr-14,30.187
18-Apr-14,30.203
21-Apr-14,30.25
22-Apr-14,30.289
23-Apr-14,30.302
24-Apr-14,30.28
25-Apr-14,30.296
28-Apr-14,30.282
29-Apr-14,30.218
30-Apr-14,30.22
2-May-14,30.18
5-May-14,30.132
6-May-14,30.153
7-May-14,30.136
8-May-14,30.138
9-May-14,30.145
12-May-14,30.171
13-May-14,30.188
14-May-14,30.178
15-May-14,30.182
16-May-14,30.166
19-May-14,30.161
20-May-14,30.162
21-May-14,30.183
22-May-14,30.151
23-May-14,30.144
26-May-14,30.13
27-May-14,30.127
28-May-14,30.122
29-May-14,30.049
30-May-14,30.018
3-Jun-14,30.039
4-Jun-14,30.076
5-Jun-14,30.055
6-Jun-14,30.051
9-Jun-14,30.025
10-Jun-14,30
11-Jun-14,30.003
12-Jun-14,30.001
13-Jun-14,30.021
16-Jun-14,30.033
17-Jun-14,30
18-Jun-14,30.039
19-Jun-14,30.009
20-Jun-14,30.032
23-Jun-14,29.994
24-Jun-14,29.977
25-Jun-14,29.992
26-Jun-14,29.951
27-Jun-14,29.933
30-Jun-14,29.889
1-Jul-14,29.91
2-Jul-14,29.877
3-Jul-14,29.906
4-Jul-14,29.905
7-Jul-14,29.937
8-Jul-14,29.935
9-Jul-14,29.928
10-Jul-14,29.919
11-Jul-14,29.962
14-Jul-14,29.952
15-Jul-14,30.012
16-Jul-14,29.998
17-Jul-14,30.001
18-Jul-14,30.008
21-Jul-14,30.01
22-Jul-14,30.008
24-Jul-14,30.018
25-Jul-14,30.003
28-Jul-14,30.001
29-Jul-14,29.971
30-Jul-14,29.982
31-Jul-14,30.008
1-Aug-14,30.032
4-Aug-14,30.01
5-Aug-14,30.013
6-Aug-14,30.028
7-Aug-14,30.032
8-Aug-14,30.033
11-Aug-14,30.026
12-Aug-14,30.031
13-Aug-14,30.035
14-Aug-14,30.022
15-Aug-14,29.993
18-Aug-14,30.013
19-Aug-14,30.012
20-Aug-14,30.01
21-Aug-14,30.021
22-Aug-14,29.992
25-Aug-14,30.001
26-Aug-14,29.999
27-Aug-14,29.948
28-Aug-14,29.93
29-Aug-14,29.927
1-Sep-14,29.909
2-Sep-14,29.918
3-Sep-14,29.949
4-Sep-14,29.939
5-Sep-14,29.962
9-Sep-14,29.978
